,y_values
0,-254.25616090617163
1,-301.2747132461695
2,-157.2226361731368
3,-91.6484059350475
4,161.9607342291055
5,-112.8071738553932
6,14.500291738215902
7,11.310855800780548
8,146.82627360142646
9,28.19180014978203
10,-436.1032761103712
11,75.81062493433745
12,-84.37822141008242
13,-217.3830965285843
14,208.26764623851815
15,210.17671040711463
16,-153.87295799504383
17,-119.12209761394475
18,170.52862250296823
19,-23.549230936450545
20,-171.47141640493297
21,-285.3978902606802
22,-117.79379343021527
23,1.110787754728513
24,121.41279098955005
25,-35.80808419133182
26,-34.23371630841521
27,81.73630539423097
28,186.1489470798036
29,-96.45760903542077
30,-46.930759693968966
31,-46.61262803162357
32,163.67808004375632
33,-261.59754252159667
34,4.55703166666592
35,-100.05929388721742
36,74.31571280259678
37,-188.91008530181105
38,-14.900523864907044
39,-86.09005401164656
40,0.01044949240378562
41,-11.994204255187878
42,-59.04708540607947
43,-95.01951063506924
44,77.0623937558484
45,-30.720623895100353
46,199.416783534055
47,241.90128521215652
48,12.366460822038274
49,258.7124559176168
50,-54.98007396355622
51,-104.65907465394885
52,286.4605400859841
53,360.42516518009273
54,-181.05495739670093
55,50.32284929547511
56,-207.51584628241278
57,102.85776144814837
58,-267.09086129004487
59,104.44728312929247
60,-393.08564720799774
61,-344.0274511728905
62,-175.9930235262143
63,-378.9763991386995
64,81.88518372190498
65,0.2383264548678555
66,-86.90322241889649
67,158.51173990326478
68,191.75487788950844
69,121.47862728546315
70,-36.52846691259678
71,-384.79034119013033
72,47.17660546784542
73,-17.1993697942164
74,294.59023961843883
75,21.181558669247348
76,134.3762885191155
77,70.91579883446786
78,-7.964179737087673
79,97.28129948085194
80,29.564925764548146
81,199.36468084902393
82,-29.997852644073134
83,30.138180035570723
84,128.57964807967224
85,3.2312474323577725
86,99.67148853788285
87,-139.74936826024478
88,-292.69473619044925
89,206.63096295152417
90,-266.2555437087436
91,-66.00971909645975
92,-3.4902392819306156
93,-140.77214930956143
94,-96.65815080038756
95,7.184477831155254
96,139.2736393355022
97,-208.61973800977935
98,-16.028188096251508
99,106.55521952663014
100,-52.57693195325144
101,18.83672557863544
102,-1.9017637735359834
103,-8.192765342142101
104,-45.37827728818261
105,-19.490143970798375
106,43.70954373825474
107,-213.08852240572227
108,-124.4654869103822
109,219.62685159067146
110,69.48853370345616
111,-199.81560175835585
112,-204.1609747433692
113,-283.8687491621339
114,232.52084167251942
115,-238.88619526214885
116,-136.98287345522292
117,200.26941449751345
118,480.8257297854242
119,-43.39054419483861
120,142.20152017765332
121,219.3010842294115
122,-135.4378346810555
123,-152.39069141101274
124,183.98420068523984
125,219.601384777817
126,-31.490565017818447
127,45.674797925867956
128,14.110110109136713
129,224.1707423309761
130,368.5902849705887
131,47.74669431799471
132,252.5154867041865
133,-290.8232823175051
134,-283.181995755812
135,-76.27461569276892
136,130.851011173349
137,28.501758010890438
138,-313.02382903476814
139,147.6365589450736
140,160.49918440019533
141,146.14622651530405
142,174.36427590509558
143,166.52477748846994
144,-291.85594870898245
145,3.9613703016529906
146,79.12604497463073
147,97.4559752953527
148,-400.84575780235343
149,-244.56309349850957
150,-201.5381575885704
151,-106.13427366550401
152,-137.3895505695962
153,-35.18417962270053
154,-248.58638687912628
155,-57.01752871329548
156,159.7580636652049
157,96.86095699219719
158,16.666108416105622
159,-51.69264505165595
160,86.82486374643489
161,-204.8822418638954
162,-35.32800019286446
163,167.64399273823935
164,-117.52138438460915
165,-220.57376987949718
166,245.9119050729098
167,250.63899115214184
168,-179.90344018766612
169,290.37550931621246
170,228.2720000664555
171,-266.5455157026724
172,-94.07976707485626
173,-162.62396247506354
174,-23.218370067207005
175,167.39681399828837
176,26.79170764034268
177,122.85411825609567
178,237.67820836806905
179,-57.94151046606568
180,-230.61642223740247
181,292.47777987100136
182,74.9095522922288
183,339.6577837675352
184,-266.02988498497217
185,157.17206528734658
186,77.77265667754102
187,-262.9527889766848
188,-198.19982256554835
189,65.95801669596582
190,6.382025674893385
191,-77.03304547650617
192,39.35320060017793
193,102.45206375286993
194,-4.483978320983346
195,59.718881748338084
196,29.686649095489816
197,182.20776892526882
198,97.1903537180395
199,24.68231926498062
200,242.10600963312362
201,376.92331591188247
202,-33.60789062272844
203,50.67910508031944
204,-204.39675191603135
205,-28.586855924771342
206,127.2451265397809
207,-201.18278279436504
208,169.70600758250262
209,-50.878101143648244
210,303.02416497983523
211,63.04402144299727
212,121.96549206968321
213,-84.44420899559438
214,-282.38286602072054
215,20.101208237839362
216,5.527754230546923
217,116.04661121381076
218,-107.0664403391075
219,204.2960167007732
220,102.8305120664135
221,375.05759284999505
222,-50.726682694091544
223,-247.2024667750564
224,82.81763547006848
225,-150.22998168210148
226,98.91151541636968
227,-138.31568306951294
228,213.71826332447094
229,0.687648248017064
230,-97.09521486348282
231,-185.7993191165895
232,45.749131192506226
233,9.675256368842506
234,96.69981819689129
235,-177.02777086539197
236,5.846014854175036
237,179.38887372829143
238,46.52033258827031
239,39.86436581808855
240,-32.69628558660187
241,179.03943713679675
242,98.21959364144425
243,110.79075943782573
244,-65.30932034490014
245,179.03747206159693
246,-67.11279409199476
247,141.46833513681364
248,-505.588038408023
249,-96.09224327211399
250,135.38938370398398
251,-140.93048555678934
252,234.6323203265409
253,261.0413143476868
254,205.0517725973107
255,-286.05165594993315
256,-106.56369793204658
257,-106.62562189501533
258,238.95437359900063
259,246.37401452350585
260,283.9260099379176
261,213.32222707911274
262,-261.83018308593944
263,112.9671231451921
264,42.61862121907458
265,95.70916498802687
266,33.08601041499169
267,98.10635254297864
268,-323.91355151923085
269,220.24488430873402
270,-96.06645530927322
271,264.4693634097069
272,121.71453178304213
273,346.0273926327676
274,-90.48806421198677
275,-90.18814551852371
276,104.50915648175683
277,-184.83036879913402
278,-215.0359319309574
279,-10.60440353061395
280,111.50834130155795
281,-95.48416896573632
282,101.64866623437656
283,134.60525142377318
284,405.55193684547214
285,-423.71270395900115
286,106.82690093193517
287,23.57267979639287
288,-34.348565412897145
289,-119.72077745750677
290,125.70736779435953
291,-224.42574559701023
292,-7.0622564062410955
293,269.2427474362573
294,79.3814643099806
295,-69.06133378489886
296,240.3488537210065
297,449.38610839484465
298,23.80482085116343
