,x_values_abscisses,x_values_ordonnees
0,-0.30194890395475243,-0.06463071434756121
1,-0.3543809620161853,-0.13772458294554207
2,-0.8468502236998579,0.09538784577176775
3,0.0005391049710269151,-0.3654131445421442
4,0.294823625697429,0.41929411228136354
5,-0.7189226269258736,-0.34110089059950593
6,-0.3439709156996639,-0.42033744526845584
7,0.3709524264370565,-0.08668168442245927
8,-0.11829463324561904,-0.8961544928733911
9,0.284167581935369,-0.554213202515928
10,0.02680268706917426,0.12404673773305167
11,0.6085050228929272,-0.5853222765537481
12,-1.3503668878604604,0.08222001594033031
13,0.8052130792213462,0.5540736531296057
14,0.09376254093538419,-0.21986638625439264
15,0.3609561984514338,-0.4353830963551555
16,0.21303367077813448,0.22605312729884322
17,0.47414028471725184,1.2341574883589768
18,0.1754937556136099,-0.22761545303134534
19,-0.011437180107820242,-0.7911547961378042
20,-0.3106851571953713,-0.18303667072355026
21,-0.23437945680014183,0.0681351701141368
22,-0.3677973749714762,0.5013401553998941
23,9.260224656882701e-05,-0.004159230055704016
24,-0.1466389751171814,0.06940338371667135
25,0.36899516158278883,-0.3877924215347258
26,-0.2943186413371543,-0.13583040937613589
27,-0.6018917747653052,-0.3663832530876512
28,-0.21297244911003776,0.3910387293728013
29,0.11742099598219824,0.0865760403151977
30,0.380533137064726,-0.061434531410353585
31,0.1746211894530502,-0.04616217126274997
32,0.11867365038532393,-0.2606175945792045
33,-1.0906721901197918,-0.060051466922059066
34,0.6362723094361177,0.4142161202439023
35,0.43173888017063267,0.552814464606917
36,0.03964888002222901,0.08824226695747409
37,-0.2762223249245598,-0.14135207838379749
38,0.2753812298942953,0.5383934877127095
39,-0.06236227032637815,-0.2013307597896826
40,0.000236110378534922,0.26886783182742996
41,-0.6457115037030119,-1.0268833399710247
42,-0.24620756391635026,-0.545919193064547
43,-0.22724720480791316,-0.06608936772249153
44,-0.2026988506538174,0.6495632284376212
45,0.14612470098859093,0.1343762187171059
46,0.27825949403341,-0.5093016532771648
47,0.4647049185786063,-0.033882818992012065
48,0.29984804754947375,-0.47934912705052424
49,-0.694862044289622,0.36577137468760407
50,0.16833545754650564,-0.40340971895054795
51,-0.3889251534504282,0.503309736438849
52,-0.5319211691396084,0.7346256776561337
53,-0.4027698369236869,0.2854975483894666
54,-0.14696265008741913,0.26975361981471774
55,-0.24333517924735978,-0.07280320084647762
56,0.01829961155361386,-0.4481918554649875
57,0.33130671914923726,-0.22951608432111428
58,-0.10223299007019569,-0.4446865590018073
59,-1.1459104484204132,-0.08543021255273398
60,1.078954417258159,0.35088570463555935
61,-0.008613503671713152,-0.11756835295419474
62,0.010047052700591922,0.24467910666426124
63,-0.5280755447466963,0.4983398116164726
64,0.3199282502319683,0.32118242063059194
65,0.19609231169259858,0.008772836019021138
66,0.3009126926092671,0.26466732661817466
67,-0.15833181929329654,-0.2565225112423734
68,0.0455515200284184,0.6927428714520523
69,-0.5541455305126194,-0.65629725058418
70,0.07368328820698039,0.02275767211375972
71,0.0775207489730372,0.10909918677037321
72,-0.09981908281892835,0.6662871851811679
73,-0.7159460242646698,-0.3705151333129916
74,-0.04617693253874126,-0.7348563763215565
75,-0.07864448049057028,0.743032046631138
76,0.00934072152820486,0.10317258153154925
77,-0.5635628155551897,-0.2756452014167514
78,-0.16779292226323753,-0.14208651076497245
79,0.5731685297138464,0.24940702444506832
80,-0.4970591091688475,0.11024028827049738
81,0.22281153950152305,0.5098901509229156
82,0.7068392832742144,-0.45396392329846513
83,-0.3626265030265228,-0.5624059159063444
84,-0.10465686260962671,0.20856180542766095
85,0.4415494191250251,-0.03396633036507492
86,-0.14304016088655516,0.06786823735941393
87,-0.37348725979423025,0.9344701246655055
88,-0.7189678682826224,0.08261849852270058
89,0.9049842131777631,0.0030409829345174316
90,-0.0849880401283607,-0.1598544527300538
91,-0.0806736125992506,0.613956502436724
92,-0.9891747181150778,0.6857723990175382
93,-0.6368129979851112,-0.11925054690536117
94,-0.1919639405500597,0.2632090239174203
95,-0.7147029374619707,0.2066898997403071
96,0.9052987850352786,-0.609629947886027
97,0.0848391773055627,-0.29604742988931393
98,0.19046254875901947,0.008563146383931372
99,-0.2868816670598602,0.21818311866197274
100,0.8069290057112822,-0.08537477109294037
101,0.32188553719773916,-0.5783692494524287
102,-0.4277313509437343,0.2112665100676358
103,0.6637168652606871,0.1590351243182156
104,-0.14000380743039542,-0.00031689312837359117
105,-0.5591993385495523,0.27034747263421405
106,0.3945913412301403,-0.20218094323705454
107,-0.21020923893604915,0.11890435904785614
108,-0.19530700338050727,-0.029575404366627166
109,0.9390241308827619,-0.11047325181151381
110,-0.1602545877974123,-0.28958949913463444
111,0.33281276731668896,-0.08104591409637502
112,-0.2904084512884569,0.5909051270214062
113,0.6348657638310867,-0.2685175816569117
114,-0.8347420427922978,0.45057381974739935
115,-0.3061757659646411,0.3535785168958903
116,-0.8810572118271036,0.3991816649945264
117,-0.5416525532622789,0.3268076491500998
118,0.006383109985946502,-0.42661467763751587
119,-0.1820321730030315,0.3069309447935893
120,0.04735743912116563,0.26135743025394637
121,0.8838911000932088,-0.6995501154039484
122,0.7232394503394636,0.04666939403152503
123,-0.40194844582859407,-0.594934339709319
124,-0.08457720994175423,0.4121744603466761
125,-0.057041700726894025,0.6758090297134044
126,-0.6489854980500902,-0.005406341832045532
127,-0.5600873752565677,0.16262112166713055
128,0.39662809852898745,-0.18817039460111532
129,-1.1646398422730326,0.08897231604691376
130,0.19531541801418717,0.18080611100819527
131,0.5526585972596042,-0.47898976704931123
132,0.304201890235474,0.5333055723159861
133,-0.7954085483551379,0.14295264237735245
134,-0.22547607500350195,-0.03645804775255477
135,0.15548565027396133,-0.2178952379875035
136,-0.3021858395902346,0.015273425419835122
137,-0.4862311655115614,-0.485595759972949
138,0.30382496855758817,-0.5137563109522076
139,0.29798400925817764,0.2068771153241895
140,-0.7718042323204635,-0.30301612435470726
141,0.5340219595571238,-0.43879056496160296
142,-0.20768789991288683,0.20663991341110288
143,0.3503428863368127,-0.11249160963601311
144,-0.2672146825159289,0.6361031399809675
145,0.7776595708605832,0.43775862837420715
146,0.03815543329788241,-0.3614674194944068
147,-0.37138602891899036,0.2336754117153429
148,0.18711337271441386,0.6268139461992547
149,0.29089012457636715,-0.6721979460751699
150,0.4704452763994817,-0.4463462816682221
151,-0.17171717309850332,0.11189293383265134
152,0.8924896335286623,1.3907978591431946
153,0.2713348007490259,-0.08192801854137956
154,0.23903819287202352,0.3969715745700846
155,-0.1434069217858659,0.8028429251599043
156,0.10289077143739192,0.2225974765078183
157,0.2978103790918959,0.18853926394753145
158,0.3751855976255494,-0.2760440168894558
159,-0.24968013475613715,-0.49200393013177
160,0.19655092557232764,0.34835099440181816
161,0.20472224939410583,0.7488557817548258
162,-0.002502615701023374,0.2990703602581221
163,-0.48822347402871696,-0.17311624976054082
164,0.3110539413669694,0.37973000789204486
165,-0.1314660156230469,-0.03202015885855311
166,-0.6788137757681171,-0.15966831259120026
167,0.3981914559303106,0.2572395034026287
168,0.22390451740247094,0.02225946960548732
169,0.0031587405656933413,-0.29530459096854944
170,0.312525570436331,0.18826482406858286
171,0.22003751806460703,-0.2352499333476233
172,-0.963004229539997,0.49066160903589917
173,-0.21414262036157136,-0.3858450515479473
174,0.3101331976004557,-0.17531338217966427
175,0.474017961310714,0.27593344915506063
176,0.3057014948019584,-0.610873964899693
177,0.5419978272492006,0.11683478939936683
178,-0.16514575717823313,0.0641252720333564
179,-0.7943565449581629,0.1827550931334373
180,-0.4603489332793186,-0.6049325420580429
181,-0.6808197253108931,0.4976093688502499
182,-0.2814151448098576,0.6859038836696741
183,-0.23961769876575598,-0.7635536910206064
184,-0.4993249092530167,0.5526717579439308
185,-0.0697197846869493,-0.2452015332305131
186,0.0715623261291495,0.22440406160129459
187,0.49971594206713504,0.6477885486793357
188,-0.16089342963148784,-0.5930265534971478
189,-0.18490724131990968,0.11640098118748299
190,-0.43100609458582595,-0.4280509020862864
191,0.1537466145972379,-0.021757993075349483
192,0.014667262239611225,-0.3392094258011621
193,-0.10303833180571943,-0.41332962752845975
194,0.3981088321474657,0.46297757722074884
195,-0.825640311839879,-0.4156898938429064
196,-0.6692682289397079,-0.2906995408671378
197,-0.03731459447116415,-0.6483010509007061
198,-0.4122682415746906,-0.448983386097256
199,0.09269276761017586,0.03101173029354245
200,-0.3227708462352957,0.0790766979888985
201,-0.24448276621649206,-0.12148785862485204
202,0.748390526199329,0.5994724065988168
203,-0.5811903976106736,0.3710676179026192
204,0.3628675705104624,-0.5135189539436649
205,0.3661684939785949,0.6877840628674257
206,-0.502017298910368,-0.4103197354671432
207,0.45511204358884394,0.12141639411571668
208,0.2466276878827916,0.1523161280549794
209,0.1747245275454426,-0.5932163698324809
210,0.46837471720894797,0.5230565457743932
211,-0.10258665942907334,-0.019443483047628645
212,-0.6847320913149055,0.22998171844168958
213,0.25583186534149,-0.02781266832006088
214,0.5028261086801457,-0.14940387964120913
215,0.2524994461594598,-0.45600775510958785
216,-0.010532842074225507,-0.07797359456745417
217,0.1007607659105537,-0.16525746647762338
218,-0.058796332220038765,0.3694195255929262
219,-0.19532690492109983,-0.7184831216692429
220,0.7824377084285601,0.6178050455492543
221,-0.5779174462086496,0.3084467074280881
222,-0.22493715558403252,0.11783506493647479
223,0.131581030618968,-0.10483035519269854
224,-0.35051066133631004,-0.3088193468466789
225,-0.40973348069036003,-0.3720022005594519
226,-0.03004304463251121,-0.32009759824523004
227,0.3050229566255143,0.665116700521269
228,-0.2594076956545019,0.10706494746329757
229,0.22346597479636812,0.21108583266195394
230,0.03396822846191604,0.3321376746292554
231,0.21566828805440577,-0.5534994619041783
232,0.3886984086061198,0.39680852558822777
233,-0.3413519230448589,0.01696631579600786
234,0.30559401578440326,-0.09360798584191578
235,0.47985037063396374,1.0571559176221792
236,-0.35150363966743775,-0.6176219225222122
237,0.1358718065202042,0.3226925622954195
238,-0.10324658112715657,0.6499179264424536
239,-0.5986427126513306,0.30988262879484674
240,-0.27094919602414025,0.7689291754581545
241,0.8910799551791827,-0.34285924913632015
242,-0.24576942268233515,0.3844193895844487
243,-0.17313008982060385,-0.02030851404750842
244,0.011354046834836248,-0.8585039343679063
245,-0.00618842818441934,-0.30845563775542184
246,-0.22053123042848924,0.6456118588500961
247,-0.5619269659611117,0.36367641544477763
248,-0.12475601508489235,-0.12511255083069617
249,0.3534650574154048,0.15207556209856882
250,0.2551858901255539,1.432985343144807
251,-0.14816561326269156,0.7261994086636359
252,-0.48529406864058544,0.6308651891245857
253,1.3188751214111971,1.5566376305466787
254,-0.6042188250997161,0.4085788222671801
255,0.2154970540105312,1.2447442577259566
256,0.24546831350408532,0.8859803028713058
257,-0.05610485068668357,1.1466321808901214
258,0.038412520172740806,0.007498700809178027
259,-0.1027695190340945,0.6192394673026467
260,0.07835692862272499,2.335048412052889
261,0.16434279689707643,0.8597852617508686
262,0.41224216403650854,1.2158645855431103
263,0.18787196752469068,1.2713918357232625
264,0.9197142419297201,0.4942513167285756
265,0.2118147040149628,0.5857097640576423
