,y_values
0,1
1,0
2,1
3,1
4,0
5,0
6,1
7,0
8,1
9,0
10,1
11,0
12,0
13,0
14,1
15,1
16,0
17,0
18,0
19,1
20,1
21,0
22,0
23,1
24,1
25,0
26,0
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,0
39,1
40,1
41,1
42,1
43,0
44,0
45,1
46,0
47,0
48,1
49,0
50,1
51,0
52,0
53,1
54,0
55,1
56,0
57,0
58,1
59,0
60,0
61,0
62,0
63,1
64,0
65,1
66,0
67,1
68,1
69,0
70,1
71,0
72,1
73,0
74,1
75,0
76,1
77,1
78,1
79,1
80,1
81,0
82,0
83,1
84,0
85,1
86,0
87,0
88,0
89,1
90,1
91,1
92,0
93,1
94,0
95,1
96,1
97,0
98,1
99,1
100,1
101,1
102,1
103,1
104,0
105,1
106,1
107,0
108,1
109,0
110,0
111,1
112,1
113,1
114,0
115,0
116,0
117,0
118,0
119,1
120,1
121,1
122,0
123,0
124,0
125,1
126,1
127,0
128,1
129,1
130,0
131,1
132,0
133,0
134,0
135,1
136,0
137,1
138,1
139,1
140,0
141,1
142,0
143,1
144,0
145,1
146,0
147,0
148,0
149,1
150,1
151,1
152,0
153,0
154,0
155,1
156,0
157,1
158,1
159,1
160,1
161,0
162,0
163,1
164,0
165,1
166,0
167,1
168,0
169,0
170,1
171,0
172,0
173,0
174,0
175,1
176,0
177,0
178,0
179,1
180,1
181,0
182,1
183,1
184,1
185,1
186,1
187,0
188,0
189,1
190,1
191,0
192,1
193,0
194,0
195,1
196,0
197,1
198,0
199,1
200,0
201,0
202,1
203,1
204,1
205,0
206,0
207,1
208,1
209,1
210,1
211,0
212,1
213,1
214,1
215,1
216,1
217,0
218,0
219,0
220,1
221,1
222,1
223,1
224,0
225,0
226,0
227,0
228,1
229,1
230,1
231,0
232,1
233,1
234,0
235,0
236,1
237,1
238,1
239,1
240,1
241,0
242,0
243,0
244,0
245,1
246,0
247,0
248,0
249,1
250,0
251,1
252,0
253,0
254,1
255,1
256,0
257,1
258,0
259,1
260,0
261,0
262,0
263,1
264,1
265,1
266,1
267,1
268,1
269,1
270,0
271,0
272,0
273,0
274,0
275,0
276,1
277,1
278,1
279,0
280,0
281,1
282,1
283,1
284,1
285,1
286,0
287,1
288,0
289,1
290,1
291,1
292,0
293,0
294,0
295,0
296,1
297,0
298,1
299,1
300,1
301,1
302,0
303,1
304,0
305,1
306,1
307,0
308,0
309,1
310,0
311,1
312,0
313,0
314,1
315,1
316,1
317,1
318,1
319,1
320,1
321,1
322,1
323,1
324,0
325,1
326,1
327,0
328,0
329,0
330,0
331,0
332,1
333,1
334,1
335,1
336,1
337,0
338,1
339,1
340,0
341,1
342,0
343,0
344,0
345,1
346,0
347,1
348,1
349,0
350,0
351,1
352,0
353,1
354,1
355,0
356,1
357,0
358,0
359,0
360,0
361,0
362,1
363,1
364,0
365,0
366,1
367,0
368,1
369,1
370,0
371,0
372,0
373,1
374,0
375,1
376,0
377,0
378,0
379,1
380,0
381,0
382,1
383,1
384,0
385,1
386,0
387,1
388,1
389,1
390,1
391,0
392,0
393,1
394,0
395,1
396,0
397,0
398,1
399,0
400,1
401,1
402,0
403,1
404,1
405,0
406,1
407,1
408,1
409,1
410,0
411,1
412,1
413,0
414,0
415,0
416,1
417,1
418,1
419,1
420,0
421,0
422,1
423,0
424,0
425,1
426,0
427,0
428,0
429,0
430,0
431,1
432,1
433,1
434,1
435,1
436,0
437,1
438,0
439,1
440,0
441,0
442,0
443,1
444,1
445,1
446,1
447,0
448,0
449,0
450,1
451,0
452,1
453,1
454,0
455,1
456,1
457,1
458,1
459,0
460,1
461,1
462,0
463,1
464,1
465,0
466,0
467,0
468,1
469,0
470,0
471,0
472,0
473,0
474,1
475,0
476,0
477,0
478,1
479,1
480,1
481,0
482,1
483,1
484,1
485,0
486,0
487,0
488,0
489,1
490,1
491,1
492,1
493,0
494,1
495,0
496,0
497,0
498,0
499,0
500,1
501,1
502,1
503,0
504,0
505,0
506,0
507,0
508,1
509,1
510,0
511,0
512,1
513,1
514,1
515,0
516,0
517,0
518,0
519,1
520,0
521,1
522,0
523,1
524,1
525,1
526,1
527,0
528,0
529,1
530,0
531,0
532,1
533,0
534,1
535,0
536,1
537,0
538,0
539,1
540,1
541,1
542,0
543,0
544,1
545,0
546,1
547,1
548,1
549,1
550,1
551,1
552,0
553,0
554,1
555,0
556,1
557,1
558,1
559,1
560,0
561,1
562,1
563,1
564,0
565,0
566,0
567,1
568,1
569,0
570,0
571,0
572,0
573,0
574,1
575,1
576,1
577,0
578,1
579,0
580,1
581,0
582,1
583,1
584,0
585,0
586,0
587,1
588,0
589,1
590,0
591,1
592,0
593,1
594,1
595,0
596,0
597,1
598,1
599,0
600,1
601,0
602,1
603,0
604,1
605,0
606,1
607,0
608,1
609,0
610,0
611,0
612,0
613,0
614,0
615,1
616,0
617,0
618,0
619,0
620,0
621,1
622,0
623,1
624,0
625,1
626,0
627,0
628,1
629,0
630,0
631,0
632,0
633,1
634,0
635,1
636,0
637,0
638,0
639,0
640,0
641,1
642,0
643,1
644,0
645,0
646,0
647,0
648,1
649,1
650,1
651,0
652,0
653,0
654,1
655,1
656,0
657,0
658,1
659,0
660,1
661,0
662,1
663,1
664,0
665,1
666,1
667,1
668,0
669,1
670,1
671,0
672,0
673,0
674,1
675,1
676,1
677,0
678,0
679,0
680,0
681,0
682,0
683,1
684,0
685,1
686,0
687,0
688,0
689,1
690,0
691,1
692,0
693,0
694,1
695,1
696,0
697,1
698,0
699,1
700,1
701,1
702,1
703,0
704,0
705,0
706,0
707,0
708,0
709,0
710,0
711,0
712,0
713,0
714,0
715,1
716,1
717,1
718,0
719,1
720,1
721,1
722,1
723,0
724,0
725,0
726,1
727,0
728,0
729,0
730,1
731,0
732,0
733,1
734,0
735,1
736,0
737,1
738,1
739,1
740,1
741,0
742,1
743,1
744,0
745,1
746,1
747,0
748,1
749,1
750,0
751,1
752,1
753,0
754,0
755,0
756,0
757,0
758,1
759,0
760,1
761,1
762,1
763,0
764,1
765,0
766,1
767,1
768,0
769,0
770,0
771,0
772,0
773,0
774,0
775,0
776,1
777,0
778,0
779,0
780,1
781,0
782,0
783,0
784,1
785,0
786,0
787,0
788,1
789,0
790,1
791,1
792,0
793,0
794,0
795,1
796,1
797,0
798,0
799,0
800,0
801,0
802,1
803,0
804,1
805,1
806,1
807,1
808,0
809,1
810,1
811,1
812,0
813,1
814,0
815,0
816,1
817,0
818,0
819,0
820,1
821,0
822,0
823,0
824,1
825,0
826,1
827,0
828,0
829,1
830,0
831,1
832,0
833,0
834,1
835,1
836,0
837,1
838,1
839,1
840,0
841,1
842,1
843,1
844,1
845,0
846,0
847,0
848,0
849,1
850,0
851,0
852,0
853,1
854,0
855,0
856,1
857,1
858,1
859,0
860,1
861,0
862,1
863,0
864,1
865,1
866,1
867,1
868,0
869,0
870,1
871,0
872,1
873,1
874,0
875,1
876,0
877,0
878,1
879,0
880,1
881,0
882,0
883,1
884,1
885,1
886,1
887,1
888,1
889,1
890,0
891,1
892,1
893,0
894,1
895,0
896,0
897,0
898,1
899,0
900,1
901,0
902,0
903,0
904,1
905,1
906,0
907,1
908,1
909,1
910,0
911,1
912,0
913,1
914,1
915,0
916,0
917,0
918,0
919,1
920,0
921,1
922,0
923,1
924,1
925,1
926,1
927,1
928,0
929,1
930,1
931,0
932,1
933,1
934,0
935,0
936,0
937,0
938,0
939,1
940,1
941,1
942,0
943,0
944,1
945,1
946,0
947,1
948,0
949,0
950,1
951,1
952,1
953,0
954,0
955,0
956,1
957,1
958,1
959,1
960,0
961,0
962,0
963,1
964,0
965,1
966,0
967,1
968,0
969,0
970,0
971,0
972,0
973,1
974,1
975,0
976,1
977,0
978,0
979,1
980,0
981,1
982,1
983,0
984,1
985,1
986,0
987,1
988,0
989,1
990,0
991,1
992,1
993,1
994,1
995,0
996,1
997,1
998,0
999,0
