0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
6.937012588159358,3.1363992289859017,-1.4945019333483722,-6.879677262553826,-3.313778402571997,-3.8185885328370617,8.640180639519794,2.55162887647573,6.86087464266957,-1.8473994733490506,-11.061721486647478,5.908127248934226,0.5195641781362959,1.2140982695800837,5.00962233054845,4.355842311750711,-3.208645869787371,-3.251386206797722,-9.763810382481395,-8.237230135072247
-0.44308624780027994,-6.345689405440655,-5.519867499434785,-0.7371110860757577,1.1089641134015975,8.451347998283172,-7.711297888981013,1.235419989656253,3.1131998105254515,-10.019348095807974,0.6073531232430163,-3.370476194702224,-8.243976388830303,10.249646246490142,7.668488637835332,3.7293780292848338,-5.046624165516808,-8.294600494652316,1.5562205166084397,-1.216639742508739
4.991285869765408,-2.764975383456541,0.11243515407276616,-7.617370356073522,-4.013881808299367,-4.830780033238355,-1.159940997331553,1.2940916746612943,9.175987525854683,1.328647110426724,-6.323531094027363,4.5816796559648365,7.823449264200707,0.5684695072128444,7.589721431359943,-0.893252960152611,-1.307626030115643,-3.46060559367405,-11.620610307464002,-6.52403540252894
-7.369179532560278,3.3601969633580704,-8.484721171800857,8.67130840284728,-4.687986802793989,4.886429885594314,-7.241150874702467,0.5720483345972361,0.7941126994096632,-4.852073235173926,9.016289343543098,3.425187598896951,8.804680181123182,5.7308659508162885,-1.8925248489532684,9.89172966343332,-7.072026813572268,-5.146160863629946,-6.489597377897617,-4.823457165342563
-5.252229603541336,2.228685538601084,-8.441136939710905,8.519378586729937,-9.616564944660494,1.8924849941533761,-4.72692730461673,-3.34842370453885,-1.3806259935652743,-10.264583831334727,9.315044883896427,7.140188408919923,11.00352786853244,8.726115932711458,0.03120689382456443,4.573354383422416,-11.743887357764613,-8.618307906126093,-10.873173617860589,-3.812890380717886
4.219184333380901,5.992770628388202,-4.1049681612739395,-9.487791506303015,-3.390675927715562,-4.890491385066452,4.4474655641566665,1.275896896562554,6.342127789568156,0.41807040384013006,-9.411246071840997,2.7285072744489347,2.470118472845131,0.21768259146724622,8.042547658539064,-1.815955352918122,-1.008609942734601,-1.0613357398659369,-10.23321033271715,-3.385862593434611
-7.780693101086506,9.021037141392643,5.295521181914272,3.8217099630163913,-8.907419095736346,-6.708735270469228,-10.689177008755184,7.834290426847337,0.23160759013812737,3.3452498776004678,-11.57994090366441,10.7004695268872,8.365755049321766,-6.222458926349304,-6.287024665937931,-9.229092632198412,-4.51450843682282,0.3947193985612677,3.880486554902265,-6.3993512475874885
-4.616562461345458,6.878680285039936,6.540494020175252,5.3943964291045825,-7.088525628226213,-7.2177530396559675,-8.698223430409648,9.647279520715085,0.1675939664830275,4.638189521390479,-7.637914854519091,10.400385383119577,7.028016049205922,-3.7511256013001946,-11.769965241856461,-4.976159163869508,-5.223306507064093,-3.1661371610681566,-0.33869442810772377,-1.4281001057132459
-2.8554549929107593,-4.109679486484628,5.069311699232452,0.08729628300331482,-7.333770766871181,1.743671496519216,-5.897273492751579,4.524636093414039,-10.55645601696022,11.772087160350658,3.4631738778997176,-7.239014250817686,-8.114939732608459,6.37871103617473,0.542859541694134,8.074261649926775,4.365385416158983,-9.324621545131027,-2.3191169244618166,-6.43246521548926
-0.4654812857620967,-3.9069024943879875,5.944193808134301,-2.401895922035291,-1.7512136872039816,-0.2853384899277853,-6.3762015372104255,5.903018934148804,-7.6550197586803845,8.428608848818886,5.6655662522518995,-3.81003980448295,-11.763571620020167,3.6504183624465183,1.5542357479784146,2.238818300419369,6.616053509504242,-11.330826337049123,-3.4264761186016086,-6.44604020287599
-2.860325514051181,10.351595737714135,4.8360139153059905,4.564913247666761,-8.317291966368732,-5.390098967521384,-9.227722348869374,7.195146561281708,2.2058052037609213,4.665932348774263,-9.820768200327867,9.827623409580939,9.805088931132804,-3.78231841520404,-4.625191470864195,-7.242988854979065,-5.693636797265894,2.4057297491202627,0.3909939579019033,-1.2300758445371973
-2.480651487379882,7.106407289405032,3.8258062103745405,3.345806597854134,-6.667838284920801,-5.711283632330979,-4.885446587605039,4.1950396920766,5.256725384801424,4.3701634309673345,-11.385878210730208,6.737569791761906,6.270612034454369,-3.9099175625855582,-6.618598896613056,-3.3095999424366287,-6.817506520912364,0.47095073695264816,-3.8658865159839233,-3.4481534307892256
-6.908731951395735,2.262064519383862,-7.729949568983865,7.616816928280777,-7.180759742668215,4.116146492119588,-1.5442721333824965,1.911730371164103,3.103160636580168,-6.726689951885944,8.45845461893988,4.028853762758693,8.678185898056592,7.739365416615336,2.371354833299935,8.178889786391318,-8.497405418415152,-7.633730857561384,-7.212216194686258,-3.34035726024729
7.970032382853884,-2.392262137782134,-0.09720101109037182,-8.641552729348051,-6.366285590493812,-5.530824298038742,6.575416323282885,3.9532552972524697,10.517816166096953,-1.9211871863694834,-7.01494740693236,5.118031568027254,6.6062359728424225,3.480106198254064,3.9848157874025265,-0.3524286082331466,-0.7656429035204086,-1.5544033795417591,-8.094751900992147,-11.150242460655315
