,y_values
0,0.8741435297027961
1,0.02622374440422806
2,-14.014392491165061
3,-20.947873831796223
4,-0.7894012717837494
5,-60.665928141887335
6,0.33579694097423324
7,-6.6683693118466545
8,-22.251839967288127
9,-46.71082467442264
10,-22.854768640279367
11,-35.10657442886133
12,0.3325160653063397
13,-37.94878532601357
14,-1.0164554450038283
15,-51.97021208584152
16,-7.952593830316636
17,-37.24376444955075
18,-3.116014315189045
19,-15.713980498909926
20,-5.433257761279265
21,-24.925015073078168
22,-0.10437803060861701
23,-1.0762001289818373
24,0.6059285507824153
25,0.626612585265775
26,-47.71368762120407
27,1.0473826428291377
28,-70.18988851802396
29,0.10186671004716974
30,0.4138005678841568
31,-32.069992885933225
32,-16.492294370596568
33,-5.189080184042235
34,-7.5376662731812845
35,-23.86043420636837
36,0.9795116075391709
37,-76.0304787582846
38,-70.28979821101537
39,-15.558261475647047
40,1.1673936824912774
41,-18.646248926632325
42,-0.29528511424922743
43,-0.8328132225730315
44,0.12254843801090165
45,-3.424449060134901
46,-46.69795335023368
47,-23.718997365992063
48,-26.09558648610584
49,-2.6142441715231914
50,0.2766178872402658
51,-0.5251889358358302
52,-73.17063116991208
53,-0.2753912879996466
54,-45.716570193162575
55,-9.102454718528637
56,-2.5859386140016367
57,-24.160506241917567
58,-3.9415702513656874
59,-46.96564998994034
60,-53.13429675615467
61,-1.7081372372156587
62,0.2431830452436925
63,-11.195740218549469
64,-54.92975260272455
65,1.5155318577707957
66,-13.161574703876969
67,-13.390542542491131
68,-24.827735428107093
69,0.025023413811300632
70,-22.65422815808065
71,-53.862559206541846
72,0.6830831256306821
73,1.6637758351900254
74,-70.10345501699402
75,1.1192630273063053
76,-43.83089804175879
77,-4.521400701973567
78,0.9238836512472584
79,-47.93393148405474
80,-2.5125912209248247
81,-5.342276518587226
82,0.6311530904892163
83,-10.903367128118777
84,0.1948290121534118
85,-1.0272791319745407
86,-67.85328866387486
87,1.0251857954274917
88,-16.553220178138062
89,0.6559243439240021
90,-30.516675342508
91,0.8258185339312127
92,-68.76131891697774
93,-2.8817202067251
94,0.6849789133178248
95,-0.9554646889569076
96,0.7887013597060131
97,-5.661729191580048
98,0.24877208224824465
99,-39.47098095310344
100,-2.6138818842008384
101,0.6661855247270011
102,-12.79196200776947
103,-22.146283401931793
104,0.5422241892728625
105,0.828714285881622
106,0.3250475733876188
107,-25.348564303270756
108,-16.873279878731143
109,-3.6040189904569964
110,-42.985915752018435
111,-35.51639322649185
112,-10.03331152169959
113,-45.235780030633265
114,0.7256290396416234
115,0.31766935447948863
116,0.8087839434682229
117,-0.983190908542027
118,-5.87125106471758
119,-60.26140523456596
120,-0.19391994940610824
121,-0.19200815114229852
122,-1.9560979985265683
123,-60.72568314454985
124,0.7941815212719583
125,-4.023616721943004
126,-1.0608000809956981
127,0.20392904795176997
128,-72.52471207482216
129,-67.52511589502598
130,-1.725577910253305
131,-64.08739256480823
132,-15.11924465142988
133,-46.16352562749997
134,-3.2139783359190934
135,-4.788050452687114
136,-4.600610746057524
137,-17.477752002177922
138,0.8234537686712962
139,-1.3049128936835999
140,0.6955242699257619
141,-20.843679715905925
142,0.0035169666828512858
143,-17.911608044802175
144,-68.30247298981759
145,0.3793832648751976
146,-18.53464002972166
147,-3.007086735193714
148,-46.18190389433936
149,0.8347886317957719
150,-19.979927368723164
151,-40.781403398423
152,-62.796981001901834
153,-18.94489689331096
154,-4.4632772730655
155,-13.038079859675353
156,-45.65509246754161
157,-8.751849432578695
158,-1.2807364109314379
159,-59.0443633506645
160,-20.24371841888405
161,-17.938280981506495
162,1.4305562761726565
163,-16.91373457612025
164,-0.3627161640107907
165,-15.538790383087289
166,0.5262797037313083
167,-15.45068645300666
168,-75.97036069770297
169,-0.87108809285145
170,-70.65734593837195
171,-1.592555677753208
172,-46.97937695948892
173,-31.715594979817393
174,-8.598875050599869
175,-25.290477385492338
176,-48.434416183120696
177,-0.3826883594508901
178,0.2446213427222898
179,-16.03213162473444
180,-35.54072418263006
181,-29.384307957009938
182,-34.791077253135754
183,-1.8213835290188696
184,-37.601668117067916
185,0.602139362184526
186,-7.013844501258336
187,-0.9783495157544942
188,-0.0169043481560342
189,-0.9997580239109338
190,-1.125279921921389
191,-19.99999377765013
192,-0.6090602568917024
193,-3.1494114037183287
194,0.9680446299520528
195,-0.18509814575122116
196,0.4316584669504497
197,-0.1500293252348433
198,-11.448749524020263
199,-18.027991023520237
200,-12.643753529310985
201,-2.819357286546669
202,0.02501677791894985
203,-45.007728703396374
204,-6.442774197038564
205,-4.235612375623664
206,-0.47788498092051124
207,0.4422887717141321
208,-0.26796790978575996
209,0.956828091446494
210,-9.392432054831952
211,-6.018571389246665
212,-11.365766872234865
213,-28.998995850350077
214,-36.84754193445937
215,-22.73743442594296
216,-65.37754587486167
217,-0.9317031709463114
218,0.5396355515111206
219,-0.8826194817913461
220,-14.223232930154454
221,-53.278913994141625
222,1.2237560844943252
223,-59.31382101439875
224,-0.6006997253951007
225,-59.60581897030402
226,0.05553393438265247
227,-0.47469467260495735
228,-4.427904774549595
229,1.2035417333462266
230,0.3890174383325128
231,0.6958850647439935
232,-35.05736882111952
233,-7.246906557613811
234,1.6217760620668684
235,-11.727473372956714
236,-23.88733541849816
237,0.9080784328250417
238,-1.7026943099206073
239,0.6868442383063458
240,0.313016265141298
241,-18.885890475832184
242,0.963382471910029
243,-5.662366364821044
244,-22.615546389252636
245,-0.049223290435499584
246,-8.995258578648414
247,0.5375194302971268
248,-65.86487377509718
249,-3.7608966610590313
250,-36.18536625816171
251,-7.15563205937736
252,0.5152914128270825
253,-13.520858059976932
254,-64.78614321656724
255,-11.571491730975106
256,-37.08193854566876
257,-49.913578364227625
258,1.096533474330073
259,1.2287931244376349
260,-12.561972804119709
261,-1.3294078794953885
262,-42.88256095883059
263,-53.26695737700502
264,-0.13293901964634044
265,0.25740360522220973
266,-30.791419676125283
267,0.09047498950548671
268,-38.509307746910814
269,-1.6123299600031014
270,-16.66707141036979
271,-0.7128680389337707
272,-12.622451448272471
273,-2.6361050173706326
274,-10.6487812124246
275,0.8603419146509423
276,-25.397974437434154
277,-45.734091961353144
278,0.8887812178429751
279,-0.18577884851158472
280,-0.6997946090693079
281,-14.524713556627805
282,-10.98285386243807
283,-8.00834897655031
284,1.9451167342503812
285,-1.7482081806621927
286,-10.83901680326905
287,-4.295592142269489
288,-72.7260772420641
289,0.07829125933404041
290,-20.495415142115487
291,-1.3607549278862978
292,-2.113612771076438
293,-22.62747260228259
294,-19.90519883882309
295,-74.09473673473416
296,0.7693600482453509
297,0.24448597513259607
298,-23.483827219291726
299,-9.232205021461601
300,0.3938670433671313
301,-0.4413785477102928
302,0.27743900090352996
303,-51.256720658631615
304,0.7540959734130281
305,0.47944732641079146
306,1.511588579324324
307,-0.3292348129780643
308,0.006622166358857873
309,-5.853820477362481
310,-0.3950518889404111
311,-34.106968411481844
312,1.2925824079652213
313,-6.566375329832056
314,-48.093956988968955
315,-15.699960846321149
316,-6.2071318871586945
317,0.25434585295698875
318,0.46278907683372783
319,-17.654271376738645
320,-74.4375047251856
321,-16.504178600747046
322,-8.518329298711082
323,-23.64533851036938
324,-3.67251459565134
325,-0.9731684547861028
326,-7.833882677735618
327,-65.09088445680497
328,0.9873305522614614
329,-19.49577565768179
330,0.7975720569631288
331,-7.167899434873845
332,0.05450475694918078
333,-2.92741474772222
334,-27.61019429851847
335,0.015404698050754229
336,-17.528270096071736
337,-34.04643544850607
338,-58.332524168704694
339,0.5985454228287936
340,-1.3933731137859529
341,0.6403911851882358
342,-73.93928666495314
343,-58.75354782033949
344,-7.205292366552462
345,-41.53019148928107
346,-6.582158555391956
347,-13.883685935058974
348,-0.4196233251014529
349,-28.08066624813288
350,0.46893956295472716
351,-38.135671125617954
352,-31.403700233559846
353,-22.059332672672177
354,-0.6330189360655036
355,0.12297141269917056
356,0.8388108933773778
357,-0.26839729724978784
358,0.08568491956126066
359,-61.13027458804702
360,-7.586794760727309
361,1.3698692615228025
362,-0.9768534480609601
363,-2.2708756770807526
364,-10.90253297729128
365,-5.768156091940284
366,-56.72932187316432
367,-4.593119903967972
368,-73.92972414762191
369,-43.72026609366274
370,0.8429762054199073
371,-59.045176114161784
372,0.9347795093921244
373,-36.946460632245284
374,0.5416901505534806
375,-48.71902355286637
376,-45.9904540650988
377,-35.45246285248661
378,-31.95217162527099
379,0.20676542416819166
380,-0.5654345181321143
381,-1.3781161713262808
382,-0.3975368084287798
383,-20.63216179623038
384,-0.2675500458451737
385,-69.75154022923006
386,-14.590753563059712
387,-37.328689289568956
388,0.8311501948452134
389,-45.57589363436056
390,-58.02042903155192
391,-3.879517962076487
392,-12.366827445129374
393,-28.39849015635462
394,1.2621782620035873
395,-5.113782279957461
396,-1.821993434589946
397,1.1484449558057066
398,-0.3204144279953005
399,0.3386603725680898
400,-1.530820671816847
401,0.07907645960643894
402,-66.79003006575331
403,-7.546315574430497
404,-67.66771776835782
405,-1.6478437807252375
406,0.01102416751194768
407,-5.133398587837174
408,-2.1372477704312436
409,0.3633667527242259
410,-14.392122632440708
411,0.2898440962797152
412,-13.598153559691264
413,-15.005725104451805
414,0.6817257866351445
415,-0.7273809759656067
416,-30.867318793858885
417,-2.8938483963979085
418,0.20235498401310414
419,-74.63898078309703
420,0.6389678918691366
421,-19.501210434464728
422,-71.95648546800905
423,1.3674128051971695
424,0.760864973359828
425,0.9403274717657311
426,0.14052908168293277
427,0.4034673199131248
428,-19.523436918787336
429,-1.222418628003286
430,-5.824804137524873
431,-76.16390405738932
432,-36.98619155149591
433,-12.097355624920413
434,1.3481920202662354
435,-13.170200805332607
436,-5.3884603089030145
437,-2.4414292808935683
438,-0.511630740152433
439,-50.06376080315715
440,-2.374951008261515
441,0.7608569414621502
442,-1.301256130934763
443,-1.4331789260711802
444,-39.775936077485056
445,-24.738565732118772
446,-29.77597466115825
447,-1.3579361550812332
448,-1.7047588766068065
449,-4.393150534856708
450,-0.8345985630831653
451,1.3344322050833723
452,-29.16719526925491
453,0.6473528712922332
454,-6.953356594745368
455,0.45362040029125716
456,-0.9302818060210625
457,0.36380026923118236
458,-70.16848817429245
459,-35.44233459739388
460,-64.96666317797566
461,-4.144807011634783
462,-0.20401496358949
463,-7.362530914375372
464,-2.7965274515820124
465,-42.17033028150395
466,0.33785471535591804
467,-3.8018069711602926
468,0.2351265065140159
469,0.1175133414021961
470,-25.69829268713076
471,-4.778130347256571
472,-1.1903335038527756
473,-0.17613296273264367
474,-2.1152015426855986
475,-32.40730895219303
476,-50.84709414707457
477,-64.79105494281163
478,-31.029662279903576
479,1.0683636397505265
480,-19.664870769934296
481,-2.6092379770160057
482,0.06461949086914176
483,-41.338664622577696
484,-0.9774370929378464
485,-53.82488945887978
486,-3.3417810578579545
487,-14.950392374052193
488,-15.706929214837189
489,-51.30950136572717
490,-14.364361562406703
491,-11.607019114044522
492,-0.257768155338874
493,-6.147412425163779
494,1.2628709376459288
495,-25.301358668284646
496,-5.900067355192268
497,-18.827052190028937
498,-1.0022677046229074
499,-0.7965972121888478
500,-22.432817517653515
501,0.7160378396309116
502,-0.9467344454360715
503,-0.5954089303366763
504,-65.54671092840152
505,-25.824150374774828
506,-0.299987236707859
507,0.244823958146359
508,0.0790754066835527
509,-31.15365440082113
510,-16.618982868544276
511,0.7061249827923196
512,0.5485341445516274
513,-0.4198635300343453
514,-16.934540801506078
515,-28.87425693385809
516,1.0927262144634684
517,-1.2736664786135825
518,-0.0828182415777865
519,-67.55899406003223
520,-0.1498076621867881
521,-29.675785325298442
522,-13.606265770784429
523,-0.2787907546228399
524,0.43964555228145374
525,-0.6464157215656383
526,-13.252336257690963
527,-30.71123783458779
528,-14.908993217843749
529,-6.8440069780316195
530,-0.24217597648953726
531,-68.91770606054081
532,-34.43025396136111
533,0.09808835285996875
534,-71.23173861764862
535,-11.32741266402903
536,-10.274455150336397
537,-27.180527407907306
538,-35.98781193818053
539,-16.551072713521616
540,0.7347451585974794
541,-0.3364275277016051
542,-58.47365891699628
543,1.5904884524161018
544,-1.5913495489935001
545,-2.3437843335543564
546,-1.9051513782464968
547,-12.364532354826915
548,-61.91920206849644
549,0.5795246050238091
550,0.3003799906323777
551,0.7117570312612376
552,-49.51600923248905
553,-15.093542629651331
554,0.9169305402724652
555,-37.38317897257037
556,-45.41078837675638
557,-42.662414706845695
558,-56.54366232015758
559,0.6614040286093754
560,-27.797426599893555
561,-1.943342668266601
562,-41.20448968922301
563,-24.578528101931276
564,-30.401595696773906
565,-16.435134080259818
566,-0.331122994933422
567,-7.788220125742369
568,-73.01614776245707
569,-60.98938101347307
570,-0.539141341641304
571,1.4461239613417196
572,0.512456512030888
573,-24.20658971754566
574,-37.06711344930514
575,-0.25998391461882164
576,-4.9294717083566955
577,-41.025154958087285
578,-25.70761013069008
579,-6.5383557986748055
580,-10.27384967331975
581,-5.385166072477685
582,0.9855540390854145
583,-7.464004639403672
584,-19.593714222732213
585,-47.30998689325072
586,-14.555083857443218
587,-29.216343770684496
588,0.990077779770221
589,-3.449741240100305
590,-0.8696757551227045
591,0.639664562706262
592,-23.918465310224512
593,-73.72281827750258
594,0.5605408907178211
595,-1.2940952083873922
596,-34.74615165537479
597,0.32602122244129744
598,-8.15274627712662
599,-24.81451070680298
600,-12.142913408390866
601,0.2847346958920323
602,0.39467868492347563
603,-31.419966125626075
604,-7.667523144626871
605,-0.008910027820434152
606,-29.159885747509247
607,-1.2549133692863939
608,-27.56190238486166
609,1.5576659770295342
610,-65.26553444529966
611,-0.29887535423156086
612,0.5181796032222716
613,-0.07139908904961523
614,1.8256691222529433
615,-48.013196041106774
616,-74.99605502818162
617,0.08456813284857434
618,-2.2829727605533456
619,-23.494351583917446
620,-50.34989685681076
621,-10.415761816307747
622,0.1538645046940713
623,-0.6723865595996931
624,-19.64884739169475
625,-1.2232731770900247
626,-13.326018585797557
627,-0.10488703860600898
628,-33.6628723144591
629,0.526299628294129
630,-11.12521523555634
631,-3.0820546684628476
632,-14.968217702272309
633,-0.5290921080511761
634,-10.17006028113862
635,-9.185248953268703
636,-7.890492554970615
637,-11.444365616473979
638,-18.971940867162242
639,-36.04141402978073
640,0.6579814147238154
641,-37.866049242369215
642,-4.792990015110045
643,-0.9376760490427714
644,-0.5060115656889281
645,0.14779835092818813
646,-33.61314399575022
647,-21.879685546136695
648,-32.94564839323903
649,-5.306124379912737
650,-1.2968676352246682
651,1.0433465613555235
652,0.228160425684163
653,-2.5632219087684973
654,1.2208830830170447
655,0.892062956937625
656,-11.05157800107603
657,-25.351531890868923
658,-75.47208838533486
659,-59.92676295711631
660,-15.198705287873937
661,-1.8742435386076204
662,-14.331252994815486
663,-32.6506947577405
664,-0.12872071245734118
665,-1.2147104101893502
666,-41.379005241471155
667,0.14531809619823954
668,-10.403584129089003
669,-9.700294594740773
670,1.3504773082076147
671,-1.1991777579146259
672,0.10912831948056362
673,-0.9152571296751134
674,-1.4544753891167472
675,-40.226283934717955
676,0.25770985625782217
677,-4.822517621335388
678,1.1279130026503046
679,-60.922852802448425
680,1.218948948283304
681,-2.4305616991083214
682,-47.58229185324245
683,-41.3838353769909
684,0.12491757030012529
685,-34.66271767404165
686,-3.0082221165027243
687,-4.124518012243788
688,0.7197132812231672
689,0.07323224178458757
690,-24.525841598250768
691,-3.9950789489853875
692,-2.6462414621810657
693,-24.237349540450023
694,-29.11799168389595
695,0.4118137250772363
696,-11.872303712296386
697,-0.24518357852730976
698,-26.97573930279708
699,-16.402581015977997
700,-65.50944956524555
701,0.252621925539002
702,-0.7513687036009542
703,0.06504043584229391
704,0.0736715318372716
705,1.181236575177969
706,-54.68865827462252
707,1.7529519944510183
708,-0.22336680713238533
709,-27.700916823311385
710,-2.4598085177545745
711,-31.089400925155555
712,-0.5826361734531826
713,-3.949653787830794
714,-0.6695311513039485
715,0.21247029586439342
716,-54.02959564736104
717,0.488457035854531
718,-6.698146546144757
719,-1.3300218817948628
720,0.24643849541465293
721,-53.57076048972688
722,-1.4497541961020661
723,-16.62890513202337
724,-66.77410587207314
725,-8.360911379673345
726,-60.676955842846134
727,-0.27693809606552966
728,-1.7962547235340989
729,0.4668547467468634
730,-24.615473809000747
731,-71.72546835731937
732,1.0683774515638682
733,-16.885415984218955
734,1.3068061831184425
735,-8.384282907395946
736,-2.9895344135523656
737,-68.45120121269372
738,-11.061504471661042
739,0.5651845679599174
740,-0.7327397048338109
741,-0.13017239195867347
742,0.5583931376763909
743,0.8867810420530979
744,-42.92792208339602
745,-8.702970052368816
746,-5.901305173703891
747,-0.18359667913626557
