,x_values
0,0.8374129112953488
1,0.5228392016720013
2,3.1821512477181835
3,3.5323786324345057
4,0.1579307241282102
5,4.681061231218449
6,0.25985641825736205
7,2.7064816765053523
8,3.545302597254582
9,4.354845618730428
10,3.570434660662139
11,4.008640415348959
12,1.6972509627140302
13,4.074125568732561
14,0.4005742319233757
15,4.474083280302638
16,2.7379618807686814
17,4.0864888498124685
18,2.2615914225915006
19,3.2178884759826247
20,2.632013304680566
21,3.6579476087766594
22,0.4081499101529479
23,0.301760419952819
24,1.2355161700507322
25,0.7977234005659417
26,4.3589178329610085
27,1.0960699367902216
28,4.879326279095657
29,1.6844789588555342
30,0.9105895784434964
31,3.9484925357123957
32,3.2935388775043806
33,2.490978582265695
34,2.7768177546881563
35,3.5960088913613193
36,1.1422737066564936
37,4.981669580283709
38,4.873965810733916
39,3.2516284317346846
40,0.9977122546457257
41,3.401141212156457
42,0.3609920448958792
43,0.15326251102903032
44,1.2884144425560684
45,2.3131147836965815
46,4.341362527041903
47,3.6358453488315403
48,3.713532605999905
49,2.1274666722403768
50,1.7296749627348147
51,1.8551938149230134
52,4.938247818680289
53,0.2005459570624124
54,4.335157480612243
55,2.893377042861967
56,2.1930770959479524
57,3.6262883020756824
58,2.4333447071235144
59,4.367116190408303
60,4.503509320056293
61,2.108604634367277
62,1.384138986175258
63,2.961751642966811
64,4.561816728083455
65,1.053310945028333
66,3.114832917817414
67,3.1578011004626028
68,3.665565112076405
69,0.657838425636299
70,3.5791248234104427
71,4.545162603328205
72,0.8984155443512098
73,1.1877166246193882
74,4.856975470208198
75,0.9048847635474488
76,4.271925466847896
77,2.461389282240174
78,1.2361553720158853
79,4.353749506362557
80,2.2265262750133274
81,2.574086769648451
82,1.7961668469988283
83,2.9647542571746373
84,0.8176193629251138
85,1.9554076832588034
86,4.847061611676438
87,1.2906671635056377
88,3.283683322706461
89,1.6259503211234745
90,3.8673656284330034
91,0.6543683035917491
92,4.849105225392724
93,2.2689477069181962
94,1.1802523167323198
95,0.3674837366500633
96,0.8487895254377037
97,2.598869742780088
98,1.6850158821564314
99,4.144416829413047
100,2.1544376183090295
101,1.2435713629381495
102,3.0857249330201504
103,3.533886084427229
104,0.8352095395047493
105,0.8380960814415883
106,0.18335713466771486
107,3.6820100753282023
108,3.3190226381090255
109,2.3731543787490694
110,4.220852244845986
111,4.028350764750266
112,2.9267718219837606
113,4.341356402566293
114,1.0292060501838414
115,0.5595980969886394
116,1.348748057584948
117,0.28543428044657426
118,2.65584764000516
119,4.683028461474807
120,0.19671770334254823
121,0.610549570050134
122,2.2609951414171765
123,4.669375087639525
124,1.5807805248837525
125,2.536174043441962
126,0.20786429525196048
127,0.7417160048104443
128,4.933150614794235
129,4.825593482180228
130,0.02469990467204808
131,4.759058927116195
132,3.195599689077502
133,4.339591472600111
134,2.2736992781692953
135,2.5779801428962514
136,2.444232901284601
137,3.3343212877305217
138,0.6982562737815645
139,0.14986794936338976
140,1.5396497079559546
141,3.5234038136832337
142,1.0092672606147417
143,3.3671621666245866
144,4.849560230536352
145,0.46950357894709194
146,3.363010591125631
147,2.2187510965228556
148,4.3407112718875265
149,0.8857489472369295
150,3.4631297611308227
151,4.190576448240551
152,4.723071097370116
153,3.4162401414482293
154,2.4858738200421366
155,3.089236201006069
156,4.344524922393591
157,2.8530487331941483
158,0.1519352984841843
159,4.654743477534889
160,3.447633755157806
161,3.3825669288862326
162,1.0783757619885859
163,3.2944273511632858
164,1.9693220282707924
165,3.2561648852074603
166,0.5329651515399536
167,3.2892265230151803
168,4.997068628853333
169,0.24106019430278014
170,4.885870921106586
171,2.034539803614353
172,4.353767251686296
173,3.9119274202913674
174,2.8350813049333388
175,3.6922460462566327
176,4.39257780650674
177,2.0207016082551648
178,1.6351658078161935
179,3.3379669278179236
180,4.039229709706293
181,3.811425673883079
182,3.9890682442931724
