,y_values
0,2.2250610163696836
1,0.8748725845144543
2,6.654452317828455
3,8.16113273869824
4,8.642774080599127
5,2.509964816807081
6,3.992893069099014
7,7.0607678752955065
8,1.6991315275260985
9,8.66158346826259
10,6.776135876509366
11,2.4153838853985863
12,6.251547052308895
13,4.136773921093505
14,-1.1667603590386073
15,7.208884001579799
16,2.5345505813616143
17,7.178662436274898
18,1.101950918111263
19,6.2731598522507435
20,4.017568949510332
21,-0.1711182243266102
22,7.873304179683651
23,-0.9349817728481649
24,1.460030260031783
25,8.471703389909669
26,7.21665794850052
27,4.55821150510328
28,4.155420421660207
29,2.7549474048279525
30,1.2082374728200236
31,3.9276824448913716
32,5.158219350704232
33,4.968431448418782
34,7.286829660596147
35,5.221234309723029
36,0.6981683231815206
37,1.4902371504419054
38,-1.0271402053965946
39,4.152433617519697
40,3.7259158214343975
41,7.761964059327793
42,2.131492164509855
43,0.3390501318897859
44,-0.6817770955580509
45,5.407302719067627
46,4.159225840863552
47,1.603638789337806
48,0.7924481394829117
49,3.707236394967078
50,0.7090768215963853
51,6.426033844262457
52,4.849401469152394
53,1.0448906884980624
54,1.4839778438467137
55,9.758308643081984
56,1.5924509697816407
57,2.093500764212659
58,7.037833813827011
59,9.300907483464629
60,8.339623472708395
61,5.851546709727116
62,1.3412480564641367
63,-0.7508135618305616
64,7.114089717773488
65,5.395522501741877
66,2.768957177172714
67,8.821217908887531
68,0.9670829568632983
69,2.78872374035949
70,0.41867945034352827
71,4.759910965853987
72,0.2583705747092551
73,2.215204026059512
74,-1.9768641954781683
75,5.753850080450064
76,6.043603312077927
77,3.979112939383871
78,8.60572757106019
79,0.4488957885873788
80,1.5354141285619254
81,7.71796599442501
82,2.7958536333516477
83,8.00903312087509
84,-0.7471303044241644
85,8.110296843936805
86,1.1386527894532805
87,7.961010874516014
88,3.222619183788104
89,9.422007759038832
90,0.48784410489201835
91,4.964934685938289
92,7.902649206448602
93,3.3823524925548054
94,4.339455620290248
95,3.951493449686221
96,3.395255919144326
97,4.974162248115389
98,4.292377876730627
99,7.519545958568107
100,-1.179877346398563
101,1.2999318808191507
102,8.022470860114453
103,6.819320069864052
104,2.9474903576994373
105,5.042971601246552
106,3.580853098804244
107,1.256741894393897
108,3.4361072583982097
109,2.1917464125679995
110,2.3621271715588295
111,0.38633000451201926
112,8.729985213099003
113,11.284742364991352
114,5.248166721009557
115,4.131626430083692
116,1.8961556927019803
117,5.549346397314542
118,6.4419057919524585
119,1.6707948052588308
120,8.664821211311775
121,5.909568823803699
122,9.760273378553105
123,4.333421698571291
124,5.159045883898994
125,4.981379756885456
126,7.153035786278891
127,6.764288360685573
128,0.3339236281232778
129,-0.3688599122533842
130,0.8985520697287428
131,6.749316436881284
132,7.772933554909014
133,1.3161778506698252
134,3.463194570226232
135,4.034700066833101
136,7.829254453089037
137,6.72519022228585
138,7.816340809495976
139,1.99129459469527
140,2.989858324371128
141,2.9731838218628486
142,-1.3128929648160372
143,7.499224891792313
144,6.967620042477605
145,9.7781529433305
146,7.71937341454216
147,2.690719433283436
148,6.7322452203434615
149,8.591142460086434
150,7.38633255767267
151,1.8279130519568167
152,2.3846560264212564
153,0.9447793910075833
154,8.704181060045986
155,3.7863125040346644
156,3.2180986686960473
157,5.637063580666257
158,3.4276677916931275
159,2.96048932915272
160,-0.35531240224446736
161,5.948992809861348
162,4.843014498005536
163,5.426812433178984
164,4.646473906360636
165,7.57854166646983
166,4.799998988611102
167,5.9600884719718135
168,7.211966053504277
169,1.9148718600123804
170,-0.1475979615456099
171,-0.6685831335757096
172,5.97951366857913
173,4.981835489585315
174,5.780002919212762
175,2.073418992929351
176,0.7692479872266076
177,1.5271035946942884
178,1.979927506354905
179,7.061769109918468
180,3.202309136928471
181,2.0957542833010345
182,6.719912753722187
183,2.7088772316061553
184,3.403225440340256
185,7.088713735310888
186,3.0849362490242727
187,4.585572038884111
188,6.439709490319086
189,6.839113552607138
190,0.3753748877485049
191,8.923595428540619
192,3.6433889931852783
193,0.31224381913441634
194,3.3120822776684085
195,9.12733565063896
196,2.5499233798798864
197,2.2297936424495877
198,4.829999559026261
199,0.2884374689337874
200,0.7601249790984941
201,1.2716230668005455
202,1.7888633854617384
203,1.9056132327815347
204,-0.6064415692467239
205,3.909430438207292
206,1.5567571496085442
207,2.7200658505735245
208,8.21590754440312
209,7.121098237731772
210,5.691212540335535
211,2.1159415482325334
212,2.0633471245541615
213,0.8624153078203391
214,0.6435622928612621
215,2.462371223660827
216,0.23755805302171606
217,0.23816662002495553
218,0.17602786125870368
219,3.2350362718289776
220,3.516621572107115
221,0.4848542393205659
222,4.217062339028607
223,3.7458383495498584
224,-0.2691893892283943
225,7.642230535048237
226,4.780817563041337
227,-0.6422114609640799
228,6.7051478612590785
229,8.675983663838638
230,-0.4100547637226885
231,1.9074917584921005
232,6.676420253029
233,5.329268361324668
234,3.2027412124444785
235,1.8559741957277165
236,0.3762162430859761
237,3.5481193334382093
238,3.9584432429630056
239,3.24139062648755
240,2.3759062967465256
241,5.857469462620115
242,0.6937859229306977
243,2.38283755936921
244,4.401922049093636
245,7.347114081562712
246,3.130697118497498
247,3.139817238557672
248,2.3472576570384294
249,3.442754849024491
250,2.536926988044155
251,2.365382245759942
252,3.7583400214077844
253,3.4882594349924823
254,-1.417402565144451
255,1.5411017106606655
256,2.502992222820589
257,1.3588353580049726
258,1.1000019601140514
259,8.399425808096778
260,3.4504397998574223
261,5.180706079130345
262,3.195753828347781
263,2.4616018560039317
264,0.2122538349687611
265,2.591683276185007
266,5.944146885236012
267,4.51977603164986
268,2.4635730998562644
269,0.8337490259095411
270,3.182267876907284
271,0.9068643466461612
272,6.06158628941067
273,4.167276076687016
274,1.3061944912219436
275,9.287529062632467
276,4.695786319425383
277,0.8110232843905892
278,0.6201531350229306
279,0.47244576478859984
280,1.5852868037820584
281,1.5688115556691318
282,2.6580809542553228
283,0.5127773654926788
284,3.1201349653117587
285,5.748492230831274
286,0.2751334490442161
287,4.311322945491527
288,3.006678225096069
289,8.149464552559504
290,0.40228312287907614
291,2.129433371338059
292,8.01747909341316
293,8.173548066383958
294,7.112802917212828
295,0.8626600127551335
296,1.8708480824795695
297,5.438850642702408
298,8.914700981144403
299,4.653382983142224
